2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
27,26,28,20,34,51,34,50,26,32,27,34,25,23
33,26,30,26,27,20,27,34,30,35,37,27,49,31
34,24,35,36,23,46,23,39,44,32,34,28,53,47
25,27,22,33,68,36,68,39,28,25,25,27,25,45
59,27,38,25,38,30,38,31,35,30,26,55,36,50
28,26,25,27,24,36,24,31,29,35,28,31,26,34
39,47,30,46,25,35,25,25,39,36,27,30,33,49
26,26,38,35,30,32,30,24,24,48,62,26,49,24
41,48,25,25,24,36,24,23,52,32,46,25,26,27
22,29,29,25,34,31,34,27,43,28,37,43,28,37
26,26,27,42,37,27,37,39,38,28,42,23,27,27
30,22,25,36,25,31,25,25,41,30,30,28,25,27
36,37,28,27,30,24,30,38,35,25,23,36,46,38
25,27,29,23,21,42,21,32,27,36,34,34,35,52
35,29,25,26,26,28,26,35,41,23,23,30,41,29
36,38,24,27,29,26,29,34,26,38,34,42,47,44
29,24,26,23,22,45,22,25,54,30,46,44,28,39
23,38,23,25,24,34,24,25,31,40,51,26,34,43
30,59,34,54,27,33,27,29,31,26,44,29,43,41
42,43,30,18,32,67,32,26,42,36,31,28,26,45
23,41,35,24,38,46,38,30,29,38,37,30,24,20
29,26,44,23,30,26,30,27,29,28,30,28,23,38
29,30,41,47,31,22,31,28,33,31,23,32,24,22
35,24,49,47,27,29,27,29,27,34,33,26,27,28
29,48,38,26,30,30,30,29,47,35,27,34,25,41
30,25,20,26,51,25,51,30,21,39,55,33,25,18
25,31,28,30,60,29,60,24,48,29,36,42,27,37
28,26,27,41,33,24,33,24,43,31,37,24,42,23
28,37,29,37,24,37,24,28,40,38,50,30,21,25
27,24,28,27,61,33,61,26,34,24,27,32,32,35
41,22,23,29,27,51,27,26,27,53,27,56,29,33
29,28,25,34,48,34,48,32,26,39,45,31,29,50
29,47,29,59,26,29,26,26,28,40,25,24,32,37
37,36,31,28,32,30,32,38,48,26,30,50,28,39
35,29,30,39,30,29,30,31,41,37,28,25,44,31
24,24,44,22,48,27,48,23,29,32,31,25,41,24
20,24,30,29,42,27,42,23,22,33,43,29,35,24
31,33,63,25,41,30,41,27,26,27,22,51,43,25
22,34,29,24,32,27,32,25,21,28,33,45,47,42
24,23,36,25,26,34,26,30,56,28,33,26,40,44
32,31,22,26,34,24,34,45,24,27,49,37,58,35
28,31,21,34,34,28,34,28,30,33,41,54,28,40
45,52,27,32,26,39,26,41,25,30,23,48,40,34
43,23,32,26,39,33,39,52,28,31,36,40,24,42
38,51,18,35,46,31,46,34,27,32,46,54,34,38
33,24,30,34,36,24,36,43,40,39,31,42,37,50
24,49,30,27,31,24,31,31,42,28,45,25,24,28
50,16,26,29,37,19,37,27,27,41,28,32,52,41
23,27,33,19,28,39,28,34,23,28,25,37,56,23
28,32,38,18,23,32,23,25,33,29,39,30,23,37
28,31,27,32,26,28,26,30,38,28,32,32,25,41
33,42,43,40,26,23,26,27,26,43,40,36,52,27
28,28,57,31,40,35,40,58,27,35,23,34,41,20
27,32,27,44,24,45,24,36,40,33,34,28,32,41
27,35,43,27,42,24,42,37,26,42,43,55,51,33
22,31,25,31,25,26,25,24,26,44,31,31,40,29
51,37,42,60,29,34,29,24,25,44,34,28,56,27
29,42,35,25,35,25,35,53,33,32,51,46,46,27
30,25,29,22,38,32,38,36,23,26,40,26,50,27
53,40,28,41,38,28,38,31,34,31,21,27,41,45
25,47,25,41,25,25,25,25,37,27,34,39,45,32
33,28,24,36,25,27,25,22,23,34,16,36,30,28
25,35,23,31,36,26,36,44,36,42,25,32,48,30
45,44,31,28,34,32,34,42,33,31,39,23,27,72
28,31,27,43,36,37,36,28,23,35,30,23,23,28
51,45,28,32,16,37,16,36,27,30,48,20,49,39
49,40,30,38,35,38,35,28,23,36,42,45,38,51
34,40,37,32,28,25,28,30,25,45,29,26,24,24
51,25,29,29,25,27,25,23,41,27,47,34,49,54
19,32,42,45,37,29,37,25,39,40,26,24,32,49
33,50,45,25,35,43,35,35,38,39,29,29,41,48
44,33,25,28,35,43,35,30,33,24,52,41,29,35
34,30,43,42,24,48,24,29,26,37,38,26,34,45
29,27,21,20,29,46,29,32,22,53,41,32,41,39
28,40,32,27,28,26,28,31,25,52,35,27,32,44
26,24,29,32,26,25,26,58,43,35,39,30,24,24
25,34,35,31,38,32,38,30,27,28,31,38,25,24
30,57,35,33,25,38,25,39,47,31,28,35,38,28
24,23,42,18,27,30,27,46,33,47,30,39,24,38
41,49,40,27,31,36,31,30,23,46,38,28,53,36
32,47,22,25,34,52,34,32,26,22,37,59,26,49
22,44,43,23,31,36,31,39,31,30,30,21,41,29
40,24,31,32,33,30,33,29,25,37,30,19,44,28
32,38,47,37,44,28,44,21,23,28,32,32,53,46
55,58,23,32,29,37,29,29,31,28,47,57,24,29
30,43,25,39,24,41,24,29,42,27,28,36,16,32
23,37,27,34,24,35,24,25,33,47,53,33,32,41
31,21,27,26,25,24,25,46,54,27,46,23,43,28
28,24,27,32,36,47,36,28,25,37,27,43,40,24
26,26,40,34,28,37,28,18,27,26,31,31,41,28
25,25,32,51,17,35,17,41,30,20,62,31,31,31
38,25,41,29,50,41,50,32,26,29,55,53,42,53
22,19,37,47,24,27,24,28,33,22,29,32,57,43
22,27,13,33,33,40,33,34,26,24,50,23,37,35
36,25,27,58,44,42,44,34,32,44,43,55,36,25
32,23,41,60,23,38,23,32,24,27,24,41,31,41
33,26,29,27,34,22,34,28,23,41,54,31,24,41
36,36,27,46,43,35,43,30,22,27,49,32,25,22
26,28,29,33,26,46,26,37,41,24,34,51,41,27
29,24,26,42,28,36,28,29,52,30,57,29,55,35
35,24,27,36,21,24,21,25,30,30,31,43,42,33
34,40,47,47,30,35,30,33,43,27,38,32,30,48
45,59,38,29,36,33,36,27,29,31,28,32,25,34
25,27,30,28,21,27,21,45,25,35,42,38,49,39
26,27,53,47,40,32,40,21,42,32,31,24,68,32
62,28,28,35,33,28,33,38,33,31,35,26,33,33
24,32,31,42,28,46,28,32,25,42,36,47,46,39
25,27,34,25,35,30,35,35,53,25,36,29,46,25
23,23,27,34,21,41,21,22,36,27,24,26,49,24
29,58,31,43,32,34,32,44,40,47,32,33,35,47
43,32,29,25,26,27,26,29,33,25,28,29,61,28
45,35,25,25,36,45,36,24,32,26,31,39,50,39
29,41,29,29,32,23,32,55,25,34,33,31,26,24
25,51,33,24,26,22,26,28,22,25,34,35,28,32
23,41,32,26,27,24,27,27,34,22,38,33,46,25
31,30,32,35,36,22,36,23,24,42,24,25,32,38
40,27,31,27,43,53,43,22,39,39,38,30,25,23
35,19,26,60,23,31,23,44,27,24,35,30,26,32
30,15,33,35,24,38,24,24,26,56,55,32,23,36
40,23,40,32,26,30,26,24,27,31,28,27,27,38
30,29,38,27,28,27,28,23,47,30,51,35,28,36
42,28,40,25,23,48,23,38,30,48,24,23,44,26
23,24,30,31,30,24,30,28,21,25,40,30,50,41
37,53,27,38,29,29,29,41,33,29,44,33,32,53
37,24,24,23,33,33,33,28,25,38,35,44,22,36
35,50,34,44,41,35,41,39,40,23,35,32,33,18
44,41,34,37,31,38,31,42,23,24,60,22,29,24
39,24,33,26,29,27,29,35,23,45,40,23,23,45
39,37,31,39,22,30,22,28,28,60,36,26,29,31
25,31,30,25,34,29,34,25,30,31,49,31,50,48
33,44,46,26,30,25,30,26,33,33,28,33,38,44
22,36,50,27,27,35,27,31,25,34,43,28,31,46
38,30,29,29,45,24,45,28,31,24,30,29,39,45
34,41,29,39,30,28,30,23,43,33,31,56,25,24
25,23,28,47,23,28,23,30,41,28,47,28,51,36
24,22,35,22,39,27,39,27,35,32,33,38,25,47
23,28,27,58,28,31,28,23,40,30,26,27,36,35
28,31,31,38,44,23,44,23,30,37,41,43,22,37
31,36,32,26,25,26,25,29,25,30,41,39,39,41
57,22,39,34,41,49,41,34,23,36,27,46,48,44
31,28,66,29,32,35,32,28,24,34,35,31,24,32
44,23,25,28,43,23,43,43,41,41,37,37,31,25
25,30,30,45,42,57,42,34,41,39,42,40,45,27
28,25,26,28,36,27,36,35,27,28,25,28,47,38
29,25,29,29,31,23,31,26,28,37,29,24,29,31
26,30,37,28,34,23,34,36,47,39,35,38,35,24
16,29,11,24,36,46,36,32,29,27,31,28,37,25
18,27,39,38,28,44,28,23,25,25,29,23,46,28
35,24,26,37,35,36,35,38,35,36,30,41,34,28
37,24,31,27,25,34,25,35,30,51,28,39,42,31
29,35,29,25,33,28,33,39,31,26,38,25,29,34
49,52,25,28,42,29,42,49,53,40,36,61,50,31
40,28,33,22,40,25,40,34,25,32,34,23,39,32
25,35,23,30,39,47,39,40,24,35,28,30,34,31
33,26,39,24,29,26,29,47,29,23,23,45,32,23
37,43,25,30,31,46,31,26,24,53,31,30,34,36
29,36,38,36,25,25,25,38,37,51,34,37,26,41
27,27,41,25,46,52,46,36,27,50,46,25,45,33
27,37,25,27,50,40,50,26,34,25,55,30,55,41
32,23,28,30,40,37,40,30,44,22,54,31,35,40
24,39,28,26,20,40,20,21,58,42,53,32,53,22
23,45,31,24,28,25,28,48,27,46,26,23,30,24
22,23,30,24,23,24,23,30,47,37,42,23,36,35
24,26,38,37,27,25,27,37,42,26,24,33,27,27
49,20,25,41,28,23,28,44,21,32,20,29,29,43
30,29,24,26,27,60,27,44,21,47,19,62,29,31
33,66,25,30,25,23,25,38,40,24,23,30,44,58
27,24,31,27,36,23,36,53,30,26,45,20,48,42
21,28,35,47,32,28,32,36,30,50,39,34,34,45
43,22,42,60,25,27,25,27,55,40,29,28,34,31
29,30,32,39,31,32,31,26,31,32,25,34,39,53
22,36,26,26,29,42,29,54,23,35,36,38,30,29
40,33,30,24,71,35,71,30,39,58,37,29,31,43
41,31,30,39,31,29,31,38,25,30,50,25,42,35
18,48,41,25,25,29,25,40,38,35,28,27,30,26
29,47,28,30,31,27,31,32,22,41,35,27,29,23
30,31,32,28,47,44,47,39,27,42,30,44,31,20
29,34,47,27,25,23,25,49,29,25,24,48,38,59
34,27,55,30,34,24,34,38,27,35,31,39,40,44
23,25,45,32,23,45,23,42,27,34,42,34,34,51
24,26,36,27,35,31,35,39,24,52,42,44,44,36
25,51,37,28,23,29,23,39,44,34,28,47,30,24
59,40,49,23,56,44,56,49,29,28,35,26,55,49
32,37,23,27,58,28,58,30,28,29,42,48,26,55
21,38,28,27,27,36,27,23,24,48,45,28,28,32
26,52,28,42,28,34,28,42,25,29,48,30,46,32
38,28,51,24,32,31,32,30,25,35,44,29,37,29
21,24,32,28,25,22,25,27,26,35,34,43,38,29
32,28,34,27,32,23,32,28,29,25,27,43,39,49
35,27,29,45,30,25,30,41,25,26,60,33,47,27
33,35,42,39,29,30,29,29,25,25,38,45,25,42
21,36,24,30,36,27,36,22,40,24,34,39,30,25
36,25,33,40,42,22,42,64,25,25,37,46,41,25
32,36,28,50,39,44,39,48,25,35,30,39,24,43
45,38,28,27,27,58,27,35,24,28,48,41,26,23
26,30,38,26,36,26,36,49,42,31,26,42,39,34
33,43,39,26,42,52,42,36,42,26,25,30,32,25
28,34,26,33,41,24,41,45,29,31,48,24,37,39
29,29,22,54,27,32,27,47,43,50,38,44,76,35
19,34,34,29,27,27,27,29,43,31,25,28,33,28
37,32,58,25,24,44,24,31,34,27,41,36,32,43
48,26,55,20,24,48,24,28,47,46,44,39,26,29
29,24,28,37,39,38,39,26,48,47,32,26,29,34
31,37,34,31,41,29,41,43,25,26,28,29,27,28
30,46,39,26,26,47,26,24,57,38,24,25,38,35
26,28,26,55,29,54,29,26,25,35,28,30,26,29
26,30,23,27,40,25,40,39,42,29,53,45,34,28
19,26,24,32,30,39,30,36,26,32,23,29,31,46
27,32,45,28,28,25,28,29,27,25,43,28,28,24
58,26,28,27,37,22,37,31,29,40,49,23,23,29
32,46,35,45,28,25,28,25,32,35,26,27,24,27
32,34,31,22,25,23,25,55,32,56,36,42,26,35
44,21,52,39,21,24,21,25,32,47,28,33,42,35
32,36,45,38,22,24,22,26,26,31,29,33,50,42
23,27,39,26,30,28,30,38,32,56,25,31,41,35
30,31,33,24,26,26,26,32,38,50,25,42,28,41
44,25,27,29,30,45,30,27,40,32,31,25,32,29
26,24,34,37,24,24,24,25,44,37,26,36,44,28
29,27,34,62,32,24,32,30,34,30,25,31,46,65
26,38,34,31,28,25,28,43,32,24,27,43,25,46
29,27,31,44,46,30,46,33,25,33,37,29,29,29
17,42,25,25,24,49,24,39,23,34,32,41,33,34
52,40,28,25,19,29,19,55,37,27,29,23,38,31
22,25,22,23,20,30,20,24,30,35,32,15,27,23
23,46,29,44,27,34,27,24,36,43,43,40,36,34
20,32,30,27,58,25,58,25,26,53,30,40,38,32
30,25,47,32,31,46,31,33,30,30,43,49,33,41
45,25,27,30,33,46,33,49,39,28,48,40,29,42
42,35,26,46,25,31,25,42,25,32,25,48,55,42
24,25,37,27,25,24,25,38,25,26,42,34,31,40
29,32,39,31,33,42,33,51,28,48,33,30,43,44
45,46,42,25,41,42,41,25,38,59,25,30,51,55
26,25,30,33,40,34,40,29,28,45,43,33,32,34
43,26,30,37,43,38,43,32,36,46,25,29,43,49
47,43,32,30,53,27,53,32,49,39,39,27,47,33
19,26,35,30,24,47,24,41,27,33,30,43,27,24
42,42,37,25,53,25,53,32,25,29,42,16,53,37
25,29,42,24,33,18,33,30,29,47,60,39,22,46
45,24,30,30,32,28,32,24,36,49,34,36,25,27
32,25,33,46,30,37,30,27,31,37,34,33,26,34
24,32,38,28,27,52,27,29,35,27,27,30,30,31
28,31,38,29,26,24,26,42,31,45,44,25,29,26
26,30,33,27,22,51,22,40,27,34,23,48,34,31
44,40,30,26,21,25,21,40,42,27,33,52,47,38
36,24,37,32,30,27,30,32,26,41,32,40,23,51
27,24,28,26,41,26,41,49,30,31,37,34,33,42
26,25,41,39,25,28,25,30,32,36,28,43,44,45
27,28,26,26,31,41,31,31,24,19,27,27,30,27
23,29,43,31,37,41,37,32,29,34,26,26,33,42
29,28,26,62,24,23,24,26,56,32,41,27,32,37
31,33,39,40,20,46,20,57,31,30,48,23,31,39
45,26,30,26,40,36,40,30,29,34,29,37,23,36
65,29,39,37,29,39,29,28,44,35,30,29,30,25
46,34,27,25,32,36,32,55,27,46,30,30,24,40
38,41,22,29,39,22,39,40,25,31,37,26,25,31
28,44,24,28,40,25,40,26,44,27,46,30,26,43
36,34,32,25,59,24,59,36,27,26,28,24,46,35
31,40,26,49,24,24,24,16,52,31,43,37,38,51
36,29,26,32,40,62,40,49,40,40,46,28,51,32
30,29,33,22,28,39,28,23,34,27,27,45,30,31
22,28,25,55,24,24,24,47,33,49,31,33,19,44
32,29,36,30,50,23,50,27,24,34,27,28,47,26
48,28,29,28,26,40,26,33,36,42,38,26,18,22
29,33,41,33,29,43,29,28,29,36,46,31,33,39
29,57,33,33,28,51,28,36,33,22,29,33,43,41
34,25,44,50,29,25,29,46,39,46,48,41,39,42
22,25,32,27,41,26,41,29,30,32,26,31,47,42
32,23,24,33,36,30,36,28,29,24,34,41,33,27
43,24,32,50,23,21,23,29,27,35,42,25,49,26
24,30,23,26,42,22,42,22,30,30,47,37,35,38
29,30,25,38,24,32,24,31,39,23,27,38,27,25
50,30,33,24,24,31,24,39,53,28,27,30,52,25
49,38,25,30,36,25,36,40,25,34,52,48,42,30
25,44,45,23,32,34,32,53,25,24,34,31,31,27
31,48,25,24,30,41,30,30,31,30,24,44,28,27
27,43,23,30,27,39,27,31,43,23,33,30,43,35
27,38,48,29,22,35,22,48,23,24,47,34,43,39
27,38,24,42,32,25,32,29,29,29,22,40,27,53
26,31,30,21,26,38,26,57,43,52,36,40,36,31
27,29,32,23,27,37,27,42,23,28,34,42,59,40
25,26,31,51,33,34,33,25,34,32,49,37,59,34
41,32,39,28,48,21,48,24,29,25,37,43,44,46
28,40,25,35,25,39,25,27,28,48,37,55,26,42
35,52,30,34,39,35,39,25,32,30,34,30,43,31
25,28,43,21,41,27,41,36,37,32,28,26,27,24
30,27,44,36,38,57,38,30,37,43,34,33,36,40
26,37,36,47,28,28,28,28,26,20,30,47,39,32
29,25,43,42,27,27,27,28,23,25,30,31,25,44
30,38,23,31,61,24,61,35,26,38,31,41,37,52
30,42,24,23,24,28,24,33,24,28,56,44,42,29
28,24,28,38,33,45,33,31,25,41,32,24,36,27
33,29,51,39,40,26,40,32,40,27,25,42,35,34
24,25,32,28,32,36,32,23,26,44,39,26,31,34
37,31,23,36,47,26,47,31,33,29,30,31,21,31
37,42,29,22,21,32,21,21,32,25,29,30,30,25
28,26,27,18,51,24,51,25,27,35,45,36,26,39
27,35,30,25,34,28,34,25,25,46,44,35,26,52
41,33,55,23,37,26,37,22,28,22,25,33,30,52
28,31,31,27,23,30,23,33,23,49,38,32,27,43
23,24,28,29,47,43,47,23,53,26,29,11,39,24
38,37,27,21,26,36,26,27,46,24,44,27,48,29
54,27,23,52,27,41,27,27,50,23,38,28,28,42
31,40,33,46,27,27,27,28,43,63,25,32,24,30
58,35,23,24,29,40,29,25,30,35,42,31,50,40
29,41,28,29,24,37,24,28,37,23,64,38,22,32
34,44,24,59,28,31,28,25,35,31,30,38,24,29
23,28,28,36,28,41,28,37,35,32,23,47,35,35
31,32,39,26,34,32,34,41,29,24,41,62,47,32
52,28,40,23,27,24,27,21,23,40,23,28,29,37
30,41,26,48,30,28,30,30,26,44,51,47,47,27
56,27,42,26,26,48,26,36,24,45,33,37,37,43
32,42,23,27,22,42,22,24,26,44,29,36,37,49
26,26,43,51,34,25,34,28,23,23,25,23,44,41
30,38,41,28,27,24,27,30,42,24,28,25,45,26
25,51,38,46,39,31,39,33,25,34,33,53,41,31
27,42,28,25,33,26,33,27,28,29,33,30,36,31
51,34,17,43,27,48,27,31,31,32,26,42,54,31
33,24,26,29,28,24,28,29,28,28,26,31,55,50
53,44,37,22,25,26,25,48,38,35,35,26,24,27
33,35,29,26,36,31,36,35,40,32,39,28,30,39
27,35,43,30,33,44,33,26,36,37,38,40,38,40
39,24,49,35,29,28,29,38,34,26,29,29,31,33
40,31,33,30,26,37,26,41,48,31,29,41,48,45
34,27,29,30,26,25,26,25,22,35,37,57,41,24
27,39,56,29,50,45,50,38,49,33,30,27,46,30
59,31,31,30,20,54,20,24,39,28,25,34,34,32
28,49,28,38,39,52,39,25,24,36,23,47,33,36
31,25,29,40,38,26,38,27,23,32,23,28,27,41
48,62,26,26,26,39,26,37,36,27,42,33,56,75
32,35,19,22,45,34,45,56,26,43,30,33,58,52
43,26,41,31,24,22,24,25,36,27,27,35,43,50
28,33,19,31,60,25,60,41,21,46,28,38,31,58
30,33,39,47,29,35,29,27,33,30,24,51,39,27
37,25,26,35,43,30,43,32,41,25,36,27,38,34
28,41,27,37,27,29,27,31,30,27,43,41,30,29
31,29,45,32,30,24,30,44,34,43,28,24,42,33
32,34,42,26,30,34,30,27,54,45,24,34,59,29
29,28,29,24,36,29,36,32,17,38,30,36,66,22
39,45,27,31,49,39,49,26,32,33,25,28,21,30
28,28,51,26,24,27,24,44,28,42,42,30,50,34
46,33,37,29,29,51,29,30,27,47,27,47,31,30
40,25,52,46,36,37,36,34,31,36,29,47,43,46
46,25,30,27,30,42,30,37,24,43,33,28,24,46
38,33,27,27,28,33,28,28,43,39,24,24,25,52
54,24,42,28,33,27,33,51,24,30,18,57,37,47
50,45,28,32,41,27,41,26,33,30,40,59,27,41
29,37,27,26,30,26,30,41,34,27,33,32,30,43
37,32,23,49,29,27,29,54,35,29,31,25,27,24
56,25,29,42,31,27,31,48,31,34,33,38,28,33
58,40,28,30,44,31,44,21,39,25,30,26,49,41
34,33,47,28,32,23,32,47,22,28,40,30,51,36
30,25,48,26,45,24,45,27,30,31,22,32,36,31
41,49,44,35,30,29,30,24,37,25,31,45,44,45
23,27,40,25,51,33,51,48,25,29,31,42,30,41
29,30,30,30,55,45,55,26,28,46,25,55,44,27
15,27,32,28,24,26,24,44,27,29,32,34,46,23
32,40,37,24,29,44,29,26,45,34,30,26,29,38
23,25,26,26,24,26,24,28,24,27,32,51,31,38
28,32,38,27,28,22,28,26,25,58,32,28,50,38
25,22,23,25,42,25,42,29,27,32,28,31,31,45
33,43,47,44,39,42,39,25,30,53,30,26,24,45
47,26,52,26,24,45,24,27,30,23,24,27,24,42
43,36,32,23,24,42,24,22,52,22,27,28,42,34
28,41,61,22,28,48,28,28,51,30,66,25,50,26
29,31,54,19,25,52,25,24,33,36,45,26,54,36
27,25,29,42,25,29,25,23,31,49,25,27,52,30
43,49,41,33,23,31,23,53,29,50,24,46,58,55
27,28,35,33,24,32,24,26,37,42,43,36,49,33
49,28,25,29,21,30,21,29,24,29,26,28,38,32
27,30,56,22,25,32,25,27,26,29,36,26,25,36
27,28,24,38,30,34,30,36,35,28,50,25,36,38
23,39,26,28,29,29,29,25,34,47,23,52,28,22
25,49,27,50,54,19,54,30,42,32,23,44,43,36
32,53,33,27,28,35,28,25,31,44,44,43,46,22
43,30,25,42,25,44,25,33,34,40,32,38,37,31
22,40,46,31,46,45,46,25,28,35,43,43,41,30
34,40,35,29,44,33,44,29,35,36,29,27,40,31
31,29,27,44,37,29,37,25,39,44,54,41,28,29
29,35,27,36,23,28,23,26,32,35,42,38,43,54
15,31,26,29,58,48,58,31,67,25,37,34,36,26
35,29,31,39,26,25,26,35,31,38,33,34,42,42
49,28,30,23,31,26,31,26,28,36,28,26,59,30
36,38,26,25,26,28,26,14,26,63,28,24,38,28
48,25,31,32,31,27,31,48,26,23,27,40,37,36
25,27,32,36,47,53,47,25,26,31,49,27,19,52
33,41,44,27,26,27,26,27,46,38,34,24,54,31
24,42,22,21,26,33,26,30,37,25,38,33,26,39
34,72,26,29,28,25,28,46,38,24,34,30,22,34
41,47,31,35,24,23,24,33,26,23,37,40,50,33
34,25,39,27,31,29,31,49,27,47,34,30,29,25
47,25,27,36,27,27,27,31,31,38,29,43,28,26
57,23,24,55,40,34,40,36,39,31,31,30,26,42
29,64,40,48,34,31,34,32,26,55,29,47,43,28
22,47,33,25,27,33,27,37,45,29,25,27,42,39
24,28,25,29,27,23,27,57,40,42,29,56,44,27
30,34,27,36,34,30,34,22,31,26,50,28,46,41
30,26,32,50,25,30,25,37,28,29,40,26,47,42
32,31,29,29,27,21,27,47,27,35,47,35,46,29
27,26,38,24,24,48,24,26,37,59,50,48,42,34
29,41,24,64,23,42,23,38,57,35,31,49,47,36
27,32,40,40,37,37,37,25,28,30,35,44,35,25
30,26,33,23,41,49,41,28,27,23,37,25,39,48
49,33,27,27,39,49,39,28,33,33,43,36,45,31
26,27,42,43,24,24,24,25,36,31,27,45,25,31
29,28,26,40,32,29,32,27,53,44,26,28,23,45
29,24,25,23,28,31,28,42,27,32,35,24,59,45
32,29,22,33,27,40,27,36,28,35,18,66,26,28
40,23,23,35,31,28,31,26,41,30,24,46,26,32
41,57,41,32,29,29,29,47,32,27,29,30,60,42
41,21,27,24,35,35,35,28,25,28,44,32,26,36
32,29,58,41,38,37,38,26,29,23,43,25,38,51
22,29,31,34,25,26,25,39,42,47,27,37,27,41
43,40,45,29,33,30,33,46,29,33,25,24,46,41
26,39,24,28,28,39,28,29,46,27,42,40,28,51
43,41,24,32,27,36,27,23,24,34,28,33,68,48
31,30,27,51,26,27,26,27,26,29,35,45,27,44
61,27,33,36,53,38,53,42,24,43,41,34,28,40
27,47,25,24,31,28,31,24,30,41,45,29,36,27
23,27,33,50,30,45,30,52,30,37,31,44,30,42
55,33,26,31,32,23,32,29,55,28,46,43,49,31
27,38,47,26,50,36,50,59,43,29,27,43,51,44
23,20,37,29,49,24,49,35,44,29,47,41,31,43
40,28,29,25,23,59,23,53,22,47,39,51,43,57
28,20,47,39,39,23,39,25,64,41,39,28,28,26
24,32,26,29,25,39,25,29,39,30,50,29,44,44
25,49,25,31,23,31,23,24,44,31,44,37,29,27
33,28,17,28,38,31,38,40,25,49,29,41,54,22
38,47,43,43,55,25,55,38,44,55,43,39,41,34
21,29,25,42,29,41,29,29,24,38,27,23,40,47
43,33,43,27,27,27,27,37,28,29,24,41,28,49
29,21,29,40,39,29,39,29,22,30,41,29,42,30
34,32,33,31,45,30,45,43,37,28,25,34,19,26
40,42,26,44,50,26,50,22,27,23,32,29,24,38
28,25,34,56,33,35,33,39,53,27,44,27,52,34
26,15,25,43,27,36,27,31,22,27,31,26,30,30
35,36,40,27,36,29,36,25,50,53,24,34,61,36
23,41,49,47,51,22,51,25,28,28,31,39,60,26
26,27,32,23,17,39,17,25,44,34,27,33,37,34
29,37,27,29,42,30,42,34,23,44,30,33,42,37
42,24,36,34,26,34,26,37,51,34,40,31,39,34
24,29,40,21,27,37,27,27,31,36,35,25,26,36
26,28,52,27,25,38,25,35,33,33,56,34,25,37
25,28,23,30,35,22,35,23,48,37,45,25,30,36
15,33,52,44,29,29,29,42,45,65,30,29,51,36
41,35,22,40,27,34,27,28,24,32,39,22,41,37
29,24,27,29,26,31,26,31,23,24,31,27,33,50
40,44,28,62,29,30,29,30,54,32,25,43,45,58
27,45,26,43,31,45,31,32,33,27,32,28,69,36
19,24,30,27,52,27,52,41,39,24,34,25,28,39
34,30,30,37,43,27,43,36,37,33,44,27,53,40
30,23,28,26,50,38,50,24,62,29,26,31,47,35
27,41,29,29,36,29,36,41,27,38,27,48,62,38
32,28,27,37,38,18,38,25,45,25,27,26,50,29
50,40,46,53,33,30,33,25,35,28,25,27,37,37
29,50,37,22,28,51,28,40,31,29,32,28,28,24
30,45,38,26,30,29,30,47,40,41,28,41,26,29
29,31,40,30,31,37,31,56,27,23,31,39,28,26
40,48,25,29,25,26,25,30,47,40,29,24,24,40
51,45,40,27,21,52,21,26,32,46,29,43,43,42
48,30,24,27,26,38,26,45,36,43,36,30,29,43
26,49,30,27,37,30,37,48,38,28,24,32,53,33
23,31,28,29,36,30,36,29,31,39,24,30,30,45
24,33,26,47,47,26,47,44,28,42,30,26,28,32
29,42,23,21,61,57,61,25,50,39,54,30,28,29
25,31,28,35,37,28,37,40,45,22,27,43,23,53
22,35,25,28,22,33,22,37,32,48,30,32,42,31
29,43,44,27,25,28,25,43,28,48,44,31,33,43
42,25,25,32,23,32,23,42,24,26,28,29,43,16
35,45,47,31,23,24,23,29,29,64,27,34,46,34
24,29,41,28,33,45,33,39,30,44,36,57,27,33
27,24,32,36,26,32,26,24,27,26,32,24,37,38
42,37,28,31,28,38,28,27,36,40,27,27,41,37
25,33,42,25,47,29,47,33,25,36,35,26,55,43
42,28,30,30,25,25,25,30,45,33,44,36,24,52
31,34,41,38,21,48,21,22,26,29,30,42,40,48
31,44,59,41,50,36,50,38,31,38,42,24,29,51
46,26,25,51,28,46,28,26,35,34,30,34,55,38
30,46,25,36,37,38,37,38,23,24,23,29,62,24
29,51,24,31,28,25,28,27,31,26,35,36,31,30
43,41,26,32,49,25,49,44,30,31,28,40,35,30
29,24,25,26,43,28,43,36,42,29,28,29,47,33
26,36,34,33,23,29,23,40,39,36,49,35,50,37
52,22,38,25,27,45,27,31,37,35,24,20,33,42
24,62,38,24,27,34,27,31,33,56,50,45,30,44
38,27,32,23,34,31,34,39,58,41,24,45,35,54
30,25,33,52,30,51,30,33,29,30,35,41,28,35
30,40,36,22,47,31,47,22,30,34,29,31,47,57
26,38,28,27,49,39,49,35,50,47,26,46,48,46
31,36,26,30,30,38,30,28,28,55,42,28,29,56
29,48,34,37,24,35,24,29,33,45,36,25,39,30
26,32,33,26,23,39,23,54,40,26,27,25,31,24
32,28,27,29,40,48,40,22,30,26,33,27,23,21
44,40,50,37,32,39,32,26,21,39,29,43,43,47
32,45,29,35,29,19,29,54,32,36,29,32,44,28
23,27,41,37,30,25,30,22,25,45,41,33,33,52
36,30,52,23,27,36,27,55,21,26,27,36,31,35
26,27,29,38,25,37,25,36,31,46,29,30,29,44
31,29,57,31,23,27,23,36,23,30,34,35,41,39
