2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
36,,27,,36,,,,,,,,,
24,,34,,40,,,,,,,,,
30,,45,,38,,,,,,,,,
51,,24,,28,,,,,,,,,
38,,55,,24,,,,,,,,,
42,,27,,35,,,,,,,,,
32,,49,,36,,,,,,,,,
45,,28,,40,,,,,,,,,
41,,62,,20,,,,,,,,,
23,,25,,39,,,,,,,,,
27,,35,,35,,,,,,,,,
44,,32,,30,,,,,,,,,
53,,24,,39,,,,,,,,,
26,,34,,43,,,,,,,,,
27,,31,,27,,,,,,,,,
31,,45,,35,,,,,,,,,
25,,29,,25,,,,,,,,,
32,,17,,29,,,,,,,,,
27,,55,,37,,,,,,,,,
28,,27,,54,,,,,,,,,
33,,26,,33,,,,,,,,,
38,,32,,53,,,,,,,,,
36,,26,,39,,,,,,,,,
22,,48,,49,,,,,,,,,
46,,25,,48,,,,,,,,,
55,,26,,28,,,,,,,,,
28,,28,,36,,,,,,,,,
43,,26,,27,,,,,,,,,
24,,27,,28,,,,,,,,,
38,,39,,52,,,,,,,,,
67,,45,,29,,,,,,,,,
65,,33,,25,,,,,,,,,
36,,32,,22,,,,,,,,,
54,,24,,51,,,,,,,,,
33,,27,,27,,,,,,,,,
60,,47,,41,,,,,,,,,
33,,39,,32,,,,,,,,,
42,,23,,23,,,,,,,,,
27,,52,,46,,,,,,,,,
55,,52,,23,,,,,,,,,
46,,31,,45,,,,,,,,,
27,,32,,60,,,,,,,,,
31,,36,,31,,,,,,,,,
28,,35,,31,,,,,,,,,
45,,38,,42,,,,,,,,,
47,,26,,48,,,,,,,,,
21,,54,,30,,,,,,,,,
35,,28,,25,,,,,,,,,
25,,36,,38,,,,,,,,,
24,,24,,37,,,,,,,,,
31,,38,,24,,,,,,,,,
23,,30,,24,,,,,,,,,
30,,28,,25,,,,,,,,,
30,,36,,23,,,,,,,,,
41,,27,,36,,,,,,,,,
29,,29,,28,,,,,,,,,
23,,27,,25,,,,,,,,,
24,,21,,25,,,,,,,,,
24,,24,,36,,,,,,,,,
38,,25,,26,,,,,,,,,
25,,64,,27,,,,,,,,,
32,,25,,34,,,,,,,,,
29,,30,,54,,,,,,,,,
31,,29,,45,,,,,,,,,
28,,33,,42,,,,,,,,,
43,,36,,34,,,,,,,,,
27,,27,,39,,,,,,,,,
30,,51,,41,,,,,,,,,
23,,33,,48,,,,,,,,,
24,,36,,28,,,,,,,,,
51,,36,,33,,,,,,,,,
40,,27,,32,,,,,,,,,
40,,26,,59,,,,,,,,,
54,,47,,29,,,,,,,,,
23,,51,,26,,,,,,,,,
41,,27,,32,,,,,,,,,
26,,27,,27,,,,,,,,,
48,,28,,28,,,,,,,,,
31,,39,,35,,,,,,,,,
46,,31,,29,,,,,,,,,
42,,50,,42,,,,,,,,,
31,,39,,39,,,,,,,,,
25,,33,,36,,,,,,,,,
30,,27,,30,,,,,,,,,
38,,38,,30,,,,,,,,,
26,,33,,26,,,,,,,,,
20,,23,,28,,,,,,,,,
34,,32,,27,,,,,,,,,
37,,27,,24,,,,,,,,,
34,,20,,19,,,,,,,,,
32,,31,,44,,,,,,,,,
25,,29,,49,,,,,,,,,
39,,25,,27,,,,,,,,,
49,,26,,35,,,,,,,,,
28,,27,,31,,,,,,,,,
26,,36,,38,,,,,,,,,
46,,25,,59,,,,,,,,,
54,,37,,53,,,,,,,,,
54,,27,,30,,,,,,,,,
32,,35,,31,,,,,,,,,
29,,49,,30,,,,,,,,,
46,,35,,24,,,,,,,,,
40,,51,,27,,,,,,,,,
30,,27,,48,,,,,,,,,
37,,30,,41,,,,,,,,,
30,,31,,32,,,,,,,,,
31,,27,,31,,,,,,,,,
35,,29,,25,,,,,,,,,
31,,23,,34,,,,,,,,,
44,,61,,33,,,,,,,,,
49,,43,,50,,,,,,,,,
52,,30,,36,,,,,,,,,
28,,28,,29,,,,,,,,,
40,,19,,31,,,,,,,,,
32,,47,,30,,,,,,,,,
34,,30,,33,,,,,,,,,
42,,30,,43,,,,,,,,,
32,,32,,47,,,,,,,,,
32,,56,,42,,,,,,,,,
48,,33,,34,,,,,,,,,
24,,40,,52,,,,,,,,,
49,,30,,29,,,,,,,,,
28,,28,,27,,,,,,,,,
35,,32,,32,,,,,,,,,
49,,32,,30,,,,,,,,,
47,,39,,36,,,,,,,,,
32,,50,,25,,,,,,,,,
35,,33,,24,,,,,,,,,
36,,35,,69,,,,,,,,,
42,,26,,26,,,,,,,,,
26,,24,,30,,,,,,,,,
26,,33,,23,,,,,,,,,
25,,51,,42,,,,,,,,,
35,,33,,33,,,,,,,,,
34,,42,,31,,,,,,,,,
32,,32,,34,,,,,,,,,
28,,29,,24,,,,,,,,,
42,,30,,38,,,,,,,,,
37,,38,,41,,,,,,,,,
29,,23,,19,,,,,,,,,
52,,32,,38,,,,,,,,,
30,,32,,25,,,,,,,,,
28,,36,,33,,,,,,,,,
29,,25,,39,,,,,,,,,
31,,31,,25,,,,,,,,,
32,,55,,39,,,,,,,,,
49,,52,,32,,,,,,,,,
23,,41,,31,,,,,,,,,
33,,29,,25,,,,,,,,,
44,,43,,37,,,,,,,,,
29,,30,,66,,,,,,,,,
47,,48,,44,,,,,,,,,
35,,25,,26,,,,,,,,,
27,,56,,43,,,,,,,,,
30,,34,,28,,,,,,,,,
21,,38,,29,,,,,,,,,
28,,35,,42,,,,,,,,,
24,,24,,26,,,,,,,,,
40,,34,,54,,,,,,,,,
26,,43,,28,,,,,,,,,
25,,38,,32,,,,,,,,,
25,,25,,23,,,,,,,,,
25,,50,,38,,,,,,,,,
34,,39,,33,,,,,,,,,
24,,32,,27,,,,,,,,,
41,,36,,38,,,,,,,,,
31,,28,,30,,,,,,,,,
27,,27,,23,,,,,,,,,
28,,27,,48,,,,,,,,,
42,,30,,43,,,,,,,,,
33,,27,,28,,,,,,,,,
50,,36,,37,,,,,,,,,
25,,26,,32,,,,,,,,,
41,,40,,54,,,,,,,,,
56,,28,,58,,,,,,,,,
53,,47,,29,,,,,,,,,
31,,29,,33,,,,,,,,,
34,,41,,41,,,,,,,,,
29,,25,,35,,,,,,,,,
24,,45,,29,,,,,,,,,
38,,54,,26,,,,,,,,,
35,,23,,33,,,,,,,,,
32,,50,,26,,,,,,,,,
45,,29,,25,,,,,,,,,
40,,24,,33,,,,,,,,,
52,,32,,31,,,,,,,,,
53,,42,,29,,,,,,,,,
43,,25,,20,,,,,,,,,
49,,30,,27,,,,,,,,,
53,,28,,32,,,,,,,,,
45,,27,,24,,,,,,,,,
35,,37,,28,,,,,,,,,
32,,40,,39,,,,,,,,,
36,,41,,42,,,,,,,,,
43,,29,,26,,,,,,,,,
39,,25,,26,,,,,,,,,
41,,23,,31,,,,,,,,,
35,,27,,34,,,,,,,,,
33,,48,,38,,,,,,,,,
33,,31,,30,,,,,,,,,
33,,26,,48,,,,,,,,,
33,,25,,30,,,,,,,,,
28,,27,,28,,,,,,,,,
38,,14,,37,,,,,,,,,
25,,26,,39,,,,,,,,,
38,,49,,28,,,,,,,,,
30,,42,,33,,,,,,,,,
32,,50,,33,,,,,,,,,
56,,39,,40,,,,,,,,,
37,,23,,38,,,,,,,,,
28,,32,,20,,,,,,,,,
35,,34,,29,,,,,,,,,
30,,24,,51,,,,,,,,,
22,,36,,44,,,,,,,,,
49,,33,,26,,,,,,,,,
29,,27,,27,,,,,,,,,
26,,39,,32,,,,,,,,,
27,,35,,28,,,,,,,,,
25,,30,,37,,,,,,,,,
29,,20,,30,,,,,,,,,
41,,25,,27,,,,,,,,,
27,,32,,29,,,,,,,,,
26,,35,,38,,,,,,,,,
25,,26,,45,,,,,,,,,
29,,35,,39,,,,,,,,,
29,,37,,40,,,,,,,,,
37,,44,,23,,,,,,,,,
30,,28,,31,,,,,,,,,
52,,25,,25,,,,,,,,,
51,,27,,31,,,,,,,,,
31,,50,,26,,,,,,,,,
31,,59,,55,,,,,,,,,
57,,40,,51,,,,,,,,,
27,,59,,51,,,,,,,,,
39,,47,,40,,,,,,,,,
26,,39,,47,,,,,,,,,
28,,30,,17,,,,,,,,,
22,,37,,53,,,,,,,,,
35,,45,,36,,,,,,,,,
25,,43,,26,,,,,,,,,
25,,29,,54,,,,,,,,,
44,,30,,43,,,,,,,,,
25,,25,,40,,,,,,,,,
30,,26,,37,,,,,,,,,
28,,32,,40,,,,,,,,,
38,,26,,26,,,,,,,,,
51,,46,,30,,,,,,,,,
36,,30,,43,,,,,,,,,
46,,31,,49,,,,,,,,,
39,,38,,41,,,,,,,,,
35,,31,,32,,,,,,,,,
34,,33,,35,,,,,,,,,
29,,45,,48,,,,,,,,,
37,,26,,26,,,,,,,,,
32,,28,,47,,,,,,,,,
19,,45,,47,,,,,,,,,
35,,31,,38,,,,,,,,,
34,,32,,52,,,,,,,,,
49,,29,,34,,,,,,,,,
37,,30,,29,,,,,,,,,
37,,34,,37,,,,,,,,,
29,,49,,33,,,,,,,,,
37,,28,,44,,,,,,,,,
38,,57,,27,,,,,,,,,
23,,25,,33,,,,,,,,,
36,,31,,40,,,,,,,,,
42,,33,,23,,,,,,,,,
27,,25,,25,,,,,,,,,
30,,36,,31,,,,,,,,,
27,,31,,54,,,,,,,,,
28,,27,,47,,,,,,,,,
30,,24,,38,,,,,,,,,
25,,38,,51,,,,,,,,,
48,,23,,31,,,,,,,,,
24,,29,,28,,,,,,,,,
49,,43,,28,,,,,,,,,
53,,27,,28,,,,,,,,,
47,,43,,41,,,,,,,,,
30,,35,,29,,,,,,,,,
27,,29,,35,,,,,,,,,
51,,25,,44,,,,,,,,,
27,,27,,37,,,,,,,,,
53,,28,,35,,,,,,,,,
24,,44,,40,,,,,,,,,
33,,26,,40,,,,,,,,,
36,,25,,49,,,,,,,,,
38,,63,,31,,,,,,,,,
34,,27,,27,,,,,,,,,
41,,46,,34,,,,,,,,,
27,,39,,36,,,,,,,,,
25,,39,,63,,,,,,,,,
30,,28,,61,,,,,,,,,
25,,48,,29,,,,,,,,,
30,,39,,29,,,,,,,,,
18,,45,,26,,,,,,,,,
37,,66,,40,,,,,,,,,
25,,27,,49,,,,,,,,,
23,,30,,39,,,,,,,,,
32,,37,,37,,,,,,,,,
39,,35,,39,,,,,,,,,
37,,28,,37,,,,,,,,,
28,,30,,50,,,,,,,,,
35,,50,,47,,,,,,,,,
41,,26,,33,,,,,,,,,
32,,26,,31,,,,,,,,,
27,,45,,15,,,,,,,,,
28,,34,,32,,,,,,,,,
34,,30,,36,,,,,,,,,
25,,47,,47,,,,,,,,,
54,,53,,45,,,,,,,,,
33,,30,,46,,,,,,,,,
26,,32,,36,,,,,,,,,
29,,40,,42,,,,,,,,,
29,,25,,43,,,,,,,,,
48,,26,,24,,,,,,,,,
45,,40,,50,,,,,,,,,
27,,28,,24,,,,,,,,,
58,,41,,30,,,,,,,,,
23,,29,,43,,,,,,,,,
26,,38,,29,,,,,,,,,
27,,47,,29,,,,,,,,,
23,,29,,24,,,,,,,,,
24,,34,,28,,,,,,,,,
24,,37,,24,,,,,,,,,
38,,26,,28,,,,,,,,,
28,,27,,33,,,,,,,,,
27,,23,,23,,,,,,,,,
36,,30,,26,,,,,,,,,
58,,23,,25,,,,,,,,,
22,,26,,25,,,,,,,,,
42,,55,,40,,,,,,,,,
35,,46,,28,,,,,,,,,
25,,26,,29,,,,,,,,,
24,,26,,31,,,,,,,,,
34,,40,,23,,,,,,,,,
23,,42,,35,,,,,,,,,
41,,28,,60,,,,,,,,,
26,,16,,23,,,,,,,,,
58,,31,,28,,,,,,,,,
26,,23,,32,,,,,,,,,
24,,27,,23,,,,,,,,,
23,,31,,33,,,,,,,,,
41,,32,,27,,,,,,,,,
38,,31,,26,,,,,,,,,
42,,18,,22,,,,,,,,,
25,,43,,51,,,,,,,,,
21,,41,,32,,,,,,,,,
44,,27,,51,,,,,,,,,
21,,36,,34,,,,,,,,,
30,,38,,30,,,,,,,,,
26,,31,,45,,,,,,,,,
22,,32,,49,,,,,,,,,
54,,26,,30,,,,,,,,,
35,,28,,36,,,,,,,,,
39,,30,,29,,,,,,,,,
35,,34,,36,,,,,,,,,
34,,48,,35,,,,,,,,,
25,,26,,40,,,,,,,,,
27,,44,,45,,,,,,,,,
21,,32,,30,,,,,,,,,
33,,33,,37,,,,,,,,,
28,,28,,36,,,,,,,,,
31,,23,,53,,,,,,,,,
51,,51,,36,,,,,,,,,
23,,26,,41,,,,,,,,,
49,,15,,38,,,,,,,,,
41,,44,,28,,,,,,,,,
41,,28,,53,,,,,,,,,
26,,43,,41,,,,,,,,,
32,,24,,24,,,,,,,,,
58,,28,,41,,,,,,,,,
26,,30,,21,,,,,,,,,
34,,44,,47,,,,,,,,,
27,,44,,23,,,,,,,,,
29,,36,,24,,,,,,,,,
58,,30,,32,,,,,,,,,
25,,38,,23,,,,,,,,,
40,,29,,32,,,,,,,,,
24,,40,,36,,,,,,,,,
29,,28,,48,,,,,,,,,
31,,36,,30,,,,,,,,,
41,,25,,52,,,,,,,,,
42,,29,,45,,,,,,,,,
27,,50,,26,,,,,,,,,
26,,48,,31,,,,,,,,,
33,,34,,26,,,,,,,,,
24,,27,,33,,,,,,,,,
44,,20,,28,,,,,,,,,
38,,24,,56,,,,,,,,,
23,,45,,30,,,,,,,,,
29,,21,,28,,,,,,,,,
28,,26,,34,,,,,,,,,
29,,35,,40,,,,,,,,,
31,,36,,26,,,,,,,,,
29,,40,,24,,,,,,,,,
26,,28,,33,,,,,,,,,
34,,27,,24,,,,,,,,,
33,,28,,33,,,,,,,,,
52,,33,,38,,,,,,,,,
26,,32,,35,,,,,,,,,
22,,29,,28,,,,,,,,,
43,,38,,25,,,,,,,,,
28,,51,,49,,,,,,,,,
34,,29,,39,,,,,,,,,
40,,44,,31,,,,,,,,,
34,,31,,32,,,,,,,,,
27,,29,,33,,,,,,,,,
41,,49,,32,,,,,,,,,
52,,26,,35,,,,,,,,,
29,,39,,36,,,,,,,,,
25,,44,,26,,,,,,,,,
31,,23,,21,,,,,,,,,
37,,35,,27,,,,,,,,,
27,,25,,24,,,,,,,,,
32,,46,,22,,,,,,,,,
30,,56,,24,,,,,,,,,
37,,30,,30,,,,,,,,,
46,,26,,38,,,,,,,,,
27,,37,,27,,,,,,,,,
36,,25,,34,,,,,,,,,
33,,28,,30,,,,,,,,,
27,,54,,42,,,,,,,,,
43,,46,,27,,,,,,,,,
34,,32,,28,,,,,,,,,
29,,40,,55,,,,,,,,,
33,,27,,46,,,,,,,,,
32,,57,,47,,,,,,,,,
27,,39,,25,,,,,,,,,
30,,27,,36,,,,,,,,,
27,,57,,29,,,,,,,,,
29,,24,,40,,,,,,,,,
39,,51,,32,,,,,,,,,
32,,33,,50,,,,,,,,,
31,,52,,55,,,,,,,,,
29,,33,,33,,,,,,,,,
23,,34,,37,,,,,,,,,
56,,26,,36,,,,,,,,,
27,,44,,28,,,,,,,,,
26,,24,,32,,,,,,,,,
32,,39,,27,,,,,,,,,
32,,45,,33,,,,,,,,,
28,,39,,24,,,,,,,,,
32,,31,,37,,,,,,,,,
44,,53,,32,,,,,,,,,
42,,32,,33,,,,,,,,,
30,,26,,26,,,,,,,,,
30,,50,,24,,,,,,,,,
33,,32,,27,,,,,,,,,
33,,33,,42,,,,,,,,,
36,,30,,27,,,,,,,,,
30,,44,,48,,,,,,,,,
48,,43,,30,,,,,,,,,
33,,41,,28,,,,,,,,,
37,,24,,35,,,,,,,,,
27,,34,,29,,,,,,,,,
44,,39,,25,,,,,,,,,
27,,41,,27,,,,,,,,,
26,,30,,43,,,,,,,,,
34,,41,,29,,,,,,,,,
37,,52,,54,,,,,,,,,
27,,32,,36,,,,,,,,,
38,,30,,26,,,,,,,,,
33,,33,,26,,,,,,,,,
34,,27,,28,,,,,,,,,
33,,29,,27,,,,,,,,,
23,,25,,38,,,,,,,,,
33,,51,,32,,,,,,,,,
38,,30,,29,,,,,,,,,
34,,25,,33,,,,,,,,,
36,,31,,30,,,,,,,,,
51,,32,,33,,,,,,,,,
25,,26,,27,,,,,,,,,
29,,28,,27,,,,,,,,,
28,,31,,27,,,,,,,,,
26,,33,,27,,,,,,,,,
30,,41,,56,,,,,,,,,
26,,53,,48,,,,,,,,,
34,,28,,28,,,,,,,,,
25,,62,,41,,,,,,,,,
25,,39,,45,,,,,,,,,
31,,39,,39,,,,,,,,,
24,,27,,55,,,,,,,,,
38,,24,,42,,,,,,,,,
24,,32,,25,,,,,,,,,
35,,24,,27,,,,,,,,,
35,,31,,41,,,,,,,,,
25,,41,,31,,,,,,,,,
45,,28,,30,,,,,,,,,
32,,37,,38,,,,,,,,,
28,,30,,32,,,,,,,,,
34,,28,,24,,,,,,,,,
30,,28,,53,,,,,,,,,
26,,30,,58,,,,,,,,,
25,,33,,25,,,,,,,,,
32,,45,,32,,,,,,,,,
37,,43,,39,,,,,,,,,
32,,47,,29,,,,,,,,,
29,,32,,28,,,,,,,,,
25,,27,,42,,,,,,,,,
57,,28,,26,,,,,,,,,
38,,33,,33,,,,,,,,,
29,,31,,28,,,,,,,,,
42,,35,,25,,,,,,,,,
34,,29,,53,,,,,,,,,
35,,40,,32,,,,,,,,,
33,,50,,28,,,,,,,,,
22,,32,,45,,,,,,,,,
25,,24,,27,,,,,,,,,
26,,24,,35,,,,,,,,,
32,,23,,24,,,,,,,,,
22,,24,,23,,,,,,,,,
25,,52,,33,,,,,,,,,
47,,27,,24,,,,,,,,,
38,,23,,37,,,,,,,,,
34,,31,,28,,,,,,,,,
34,,36,,38,,,,,,,,,
27,,38,,39,,,,,,,,,
61,,35,,36,,,,,,,,,
28,,25,,61,,,,,,,,,
64,,27,,28,,,,,,,,,
30,,24,,27,,,,,,,,,
32,,28,,27,,,,,,,,,
40,,60,,24,,,,,,,,,
39,,28,,23,,,,,,,,,
29,,28,,24,,,,,,,,,
58,,26,,39,,,,,,,,,
47,,29,,11,,,,,,,,,
19,,23,,12,,,,,,,,,
28,,32,,30,,,,,,,,,
31,,23,,31,,,,,,,,,
55,,27,,25,,,,,,,,,
27,,34,,46,,,,,,,,,
24,,30,,26,,,,,,,,,
49,,29,,24,,,,,,,,,
33,,52,,33,,,,,,,,,
24,,28,,42,,,,,,,,,
26,,27,,26,,,,,,,,,
29,,23,,24,,,,,,,,,
44,,28,,26,,,,,,,,,
33,,24,,35,,,,,,,,,
40,,30,,52,,,,,,,,,
55,,42,,30,,,,,,,,,
32,,35,,26,,,,,,,,,
35,,25,,33,,,,,,,,,
33,,29,,57,,,,,,,,,
27,,61,,46,,,,,,,,,
28,,22,,29,,,,,,,,,
25,,44,,31,,,,,,,,,
48,,27,,36,,,,,,,,,
32,,34,,46,,,,,,,,,
31,,37,,31,,,,,,,,,
32,,48,,36,,,,,,,,,
26,,25,,28,,,,,,,,,
35,,34,,38,,,,,,,,,
33,,26,,55,,,,,,,,,
59,,29,,43,,,,,,,,,
33,,51,,62,,,,,,,,,
30,,25,,56,,,,,,,,,
31,,28,,25,,,,,,,,,
26,,23,,44,,,,,,,,,
26,,31,,43,,,,,,,,,
25,,44,,43,,,,,,,,,
35,,27,,51,,,,,,,,,
24,,47,,32,,,,,,,,,
55,,28,,49,,,,,,,,,
28,,51,,31,,,,,,,,,
19,,51,,31,,,,,,,,,
41,,24,,23,,,,,,,,,
28,,25,,45,,,,,,,,,
44,,31,,48,,,,,,,,,
27,,19,,76,,,,,,,,,
32,,38,,43,,,,,,,,,
34,,16,,38,,,,,,,,,
43,,40,,49,,,,,,,,,
40,,30,,55,,,,,,,,,
33,,49,,41,,,,,,,,,
43,,35,,24,,,,,,,,,
42,,27,,31,,,,,,,,,
49,,27,,31,,,,,,,,,
25,,29,,30,,,,,,,,,
23,,48,,27,,,,,,,,,
39,,34,,32,,,,,,,,,
29,,24,,24,,,,,,,,,
26,,36,,57,,,,,,,,,
32,,32,,26,,,,,,,,,
54,,27,,30,,,,,,,,,
29,,27,,36,,,,,,,,,
30,,55,,28,,,,,,,,,
32,,27,,45,,,,,,,,,
32,,34,,43,,,,,,,,,
48,,49,,47,,,,,,,,,
38,,49,,45,,,,,,,,,
38,,27,,24,,,,,,,,,
28,,25,,34,,,,,,,,,
60,,24,,35,,,,,,,,,
44,,38,,50,,,,,,,,,
37,,30,,31,,,,,,,,,
30,,21,,27,,,,,,,,,
36,,35,,30,,,,,,,,,
25,,52,,30,,,,,,,,,
45,,38,,29,,,,,,,,,
33,,25,,38,,,,,,,,,
36,,34,,41,,,,,,,,,
59,,42,,31,,,,,,,,,
44,,27,,35,,,,,,,,,
28,,35,,39,,,,,,,,,
32,,29,,32,,,,,,,,,
26,,48,,37,,,,,,,,,
49,,31,,18,,,,,,,,,
31,,23,,20,,,,,,,,,
30,,27,,28,,,,,,,,,
35,,34,,52,,,,,,,,,
41,,25,,31,,,,,,,,,
42,,30,,31,,,,,,,,,
28,,28,,64,,,,,,,,,
28,,34,,16,,,,,,,,,
30,,22,,45,,,,,,,,,
37,,36,,51,,,,,,,,,
28,,36,,53,,,,,,,,,
30,,33,,47,,,,,,,,,
26,,35,,52,,,,,,,,,
27,,29,,49,,,,,,,,,
31,,36,,33,,,,,,,,,
26,,29,,38,,,,,,,,,
25,,22,,56,,,,,,,,,
42,,26,,31,,,,,,,,,
29,,30,,24,,,,,,,,,
35,,26,,61,,,,,,,,,
29,,24,,23,,,,,,,,,
24,,27,,28,,,,,,,,,
24,,38,,66,,,,,,,,,
36,,26,,36,,,,,,,,,
31,,42,,25,,,,,,,,,
22,,48,,48,,,,,,,,,
23,,52,,38,,,,,,,,,
42,,23,,57,,,,,,,,,
61,,24,,42,,,,,,,,,
36,,37,,32,,,,,,,,,
30,,39,,62,,,,,,,,,
29,,37,,27,,,,,,,,,
34,,56,,52,,,,,,,,,
28,,45,,37,,,,,,,,,
28,,55,,23,,,,,,,,,
32,,30,,38,,,,,,,,,
24,,69,,28,,,,,,,,,
28,,27,,28,,,,,,,,,
26,,28,,34,,,,,,,,,
40,,26,,28,,,,,,,,,
35,,28,,57,,,,,,,,,
42,,35,,63,,,,,,,,,
25,,44,,43,,,,,,,,,
19,,33,,31,,,,,,,,,
55,,27,,39,,,,,,,,,
50,,27,,27,,,,,,,,,
24,,24,,35,,,,,,,,,
56,,32,,33,,,,,,,,,
46,,29,,30,,,,,,,,,
39,,33,,49,,,,,,,,,
51,,33,,19,,,,,,,,,
24,,46,,27,,,,,,,,,
29,,25,,21,,,,,,,,,
45,,25,,45,,,,,,,,,
39,,28,,45,,,,,,,,,
26,,24,,50,,,,,,,,,
41,,23,,29,,,,,,,,,
38,,52,,25,,,,,,,,,
64,,51,,35,,,,,,,,,
31,,15,,27,,,,,,,,,
26,,61,,37,,,,,,,,,
33,,34,,46,,,,,,,,,
33,,25,,32,,,,,,,,,
26,,41,,23,,,,,,,,,
25,,21,,56,,,,,,,,,
39,,25,,54,,,,,,,,,
34,,34,,25,,,,,,,,,
37,,30,,27,,,,,,,,,
31,,38,,25,,,,,,,,,
41,,40,,38,,,,,,,,,
50,,27,,37,,,,,,,,,
51,,28,,54,,,,,,,,,
58,,35,,28,,,,,,,,,
45,,40,,39,,,,,,,,,
27,,26,,37,,,,,,,,,
57,,38,,47,,,,,,,,,
31,,28,,54,,,,,,,,,
32,,27,,59,,,,,,,,,
36,,58,,32,,,,,,,,,
27,,36,,32,,,,,,,,,
39,,41,,26,,,,,,,,,
40,,26,,22,,,,,,,,,
40,,30,,31,,,,,,,,,
43,,33,,38,,,,,,,,,
32,,62,,26,,,,,,,,,
34,,32,,24,,,,,,,,,
70,,29,,27,,,,,,,,,
24,,27,,33,,,,,,,,,
59,,35,,28,,,,,,,,,
25,,37,,24,,,,,,,,,
40,,32,,47,,,,,,,,,
28,,25,,28,,,,,,,,,
26,,20,,28,,,,,,,,,
54,,25,,27,,,,,,,,,
46,,29,,40,,,,,,,,,
32,,36,,28,,,,,,,,,
41,,37,,25,,,,,,,,,
52,,31,,38,,,,,,,,,
29,,29,,29,,,,,,,,,
30,,38,,28,,,,,,,,,
32,,43,,55,,,,,,,,,
42,,37,,49,,,,,,,,,
42,,29,,27,,,,,,,,,
34,,30,,48,,,,,,,,,
30,,47,,33,,,,,,,,,
41,,30,,32,,,,,,,,,
53,,26,,,,,,,,,,,
29,,28,,,,,,,,,,,
41,,28,,,,,,,,,,,
30,,32,,,,,,,,,,,
27,,24,,,,,,,,,,,
27,,30,,,,,,,,,,,
37,,30,,,,,,,,,,,
39,,29,,,,,,,,,,,
32,,27,,,,,,,,,,,
28,,32,,,,,,,,,,,
27,,48,,,,,,,,,,,
39,,41,,,,,,,,,,,
32,,30,,,,,,,,,,,
29,,56,,,,,,,,,,,
25,,60,,,,,,,,,,,
32,,38,,,,,,,,,,,
32,,46,,,,,,,,,,,
42,,29,,,,,,,,,,,
29,,43,,,,,,,,,,,
47,,28,,,,,,,,,,,
26,,36,,,,,,,,,,,
26,,37,,,,,,,,,,,
31,,28,,,,,,,,,,,
41,,38,,,,,,,,,,,
30,,34,,,,,,,,,,,
27,,31,,,,,,,,,,,
26,,29,,,,,,,,,,,
41,,32,,,,,,,,,,,
47,,27,,,,,,,,,,,
36,,23,,,,,,,,,,,
56,,47,,,,,,,,,,,
30,,23,,,,,,,,,,,
29,,32,,,,,,,,,,,
36,,31,,,,,,,,,,,
54,,26,,,,,,,,,,,
35,,43,,,,,,,,,,,
23,,31,,,,,,,,,,,
22,,41,,,,,,,,,,,
27,,54,,,,,,,,,,,
26,,32,,,,,,,,,,,
31,,23,,,,,,,,,,,
46,,34,,,,,,,,,,,
34,,32,,,,,,,,,,,
33,,46,,,,,,,,,,,
31,,27,,,,,,,,,,,
43,,22,,,,,,,,,,,
27,,27,,,,,,,,,,,
24,,40,,,,,,,,,,,
26,,31,,,,,,,,,,,
24,,43,,,,,,,,,,,
32,,23,,,,,,,,,,,
44,,24,,,,,,,,,,,
35,,26,,,,,,,,,,,
46,,26,,,,,,,,,,,
23,,29,,,,,,,,,,,
26,,33,,,,,,,,,,,
25,,25,,,,,,,,,,,
25,,44,,,,,,,,,,,
30,,27,,,,,,,,,,,
29,,36,,,,,,,,,,,
27,,28,,,,,,,,,,,
44,,29,,,,,,,,,,,
44,,30,,,,,,,,,,,
37,,25,,,,,,,,,,,
31,,36,,,,,,,,,,,
45,,31,,,,,,,,,,,
38,,40,,,,,,,,,,,
48,,39,,,,,,,,,,,
22,,53,,,,,,,,,,,
47,,34,,,,,,,,,,,
48,,28,,,,,,,,,,,
31,,48,,,,,,,,,,,
31,,33,,,,,,,,,,,
32,,49,,,,,,,,,,,
25,,38,,,,,,,,,,,
28,,37,,,,,,,,,,,
39,,28,,,,,,,,,,,
30,,34,,,,,,,,,,,
37,,32,,,,,,,,,,,
21,,40,,,,,,,,,,,
32,,49,,,,,,,,,,,
34,,43,,,,,,,,,,,
26,,31,,,,,,,,,,,
28,,62,,,,,,,,,,,
26,,33,,,,,,,,,,,
60,,33,,,,,,,,,,,
26,,30,,,,,,,,,,,
58,,40,,,,,,,,,,,
38,,33,,,,,,,,,,,
29,,55,,,,,,,,,,,
29,,46,,,,,,,,,,,
30,,36,,,,,,,,,,,
28,,40,,,,,,,,,,,
27,,32,,,,,,,,,,,
27,,31,,,,,,,,,,,
30,,42,,,,,,,,,,,
25,,43,,,,,,,,,,,
24,,48,,,,,,,,,,,
27,,29,,,,,,,,,,,
30,,25,,,,,,,,,,,
30,,43,,,,,,,,,,,
30,,27,,,,,,,,,,,
44,,25,,,,,,,,,,,
32,,31,,,,,,,,,,,
40,,27,,,,,,,,,,,
32,,33,,,,,,,,,,,
27,,43,,,,,,,,,,,
25,,36,,,,,,,,,,,
49,,34,,,,,,,,,,,
29,,32,,,,,,,,,,,
25,,24,,,,,,,,,,,
23,,26,,,,,,,,,,,
29,,49,,,,,,,,,,,
